Time,Channel A,Channel B
(ms),(V),(V)

-0.46723103,0.00366222,0.00991852
-0.46717503,0.00381481,0.00961333
-0.46711903,0.00442518,0.00961333
-0.46706303,0.00427259,0.00991852
-0.46700703,0.00427259,0.01007111
-0.46695103,0.00396741,0.01007111
-0.46689503,0.00396741,0.01022370
-0.46683903,0.00412000,0.01068148
-0.46678303,0.00442518,0.01068148
-0.46672703,0.00442518,0.01052889
-0.46667103,0.00396741,0.00991852
-0.46661503,0.00381481,0.01037629
-0.46655903,0.00381481,0.01083407
-0.46650303,0.00396741,0.01037629
-0.46644703,0.00412000,0.01037629
-0.46639103,0.00396741,0.01007111
-0.46633503,0.00412000,0.01037629
-0.46627903,0.00457778,0.01007111
-0.46622303,0.00488296,0.00991852
-0.46616703,0.00518815,0.00930815
-0.46611103,0.00503555,0.00930815
-0.46605503,0.00518815,0.00930815
-0.46599903,0.00473037,0.00976592
-0.46594303,0.00488296,0.00976592
-0.46588703,0.00503555,0.00930815
-0.46583103,0.00457778,0.00900296
-0.46577503,0.00427259,0.00915555
-0.46571903,0.00412000,0.00930815
-0.46566303,0.00412000,0.00885037
-0.46560703,0.00442518,0.00915555
-0.46555103,0.00503555,0.00854518
-0.46549503,0.00442518,0.00869778
-0.46543903,0.00473037,0.00854518
-0.46538303,0.00534074,0.00854518
-0.46532703,0.00518815,0.00930815
-0.46527103,0.00518815,0.00915555
-0.46521503,0.00534074,0.00930815
-0.46515903,0.00549333,0.00946074
-0.46510303,0.00579852,0.00991852
-0.46504703,0.00549333,0.00946074
-0.46499103,0.00503555,0.00976592
-0.46493503,0.00488296,0.00961333
-0.46487903,0.00488296,0.00946074
-0.46482303,0.00442518,0.00915555
-0.46476703,0.00427259,0.00930815
-0.46471103,0.00412000,0.00961333
-0.46465503,0.00366222,0.00961333
-0.46459903,0.00381481,0.01022370
-0.46454303,0.00350963,0.01022370
-0.46448703,0.00335704,0.01037629
-0.46443103,0.00320444,0.01052889
-0.46437503,0.00320444,0.01113926
-0.46431903,0.00320444,0.01113926
-0.46426303,0.00320444,0.01129185
-0.46420703,0.00381481,0.01037629
-0.46415103,0.00381481,0.01037629
-0.46409503,0.00350963,0.01083407
-0.46403903,0.00396741,0.01129185
-0.46398303,0.00381481,0.01083407
-0.46392703,0.00396741,0.01098666
-0.46387103,0.00396741,0.01098666
-0.46381503,0.00366222,0.01083407
-0.46375903,0.00289926,0.01129185
-0.46370303,0.00350963,0.01113926
-0.46364703,0.00350963,0.01144444
-0.46359103,0.00305185,0.01190222
-0.46353503,0.00335704,0.01174963
-0.46347903,0.00305185,0.01190222
-0.46342303,0.00289926,0.01144444
-0.46336703,0.00289926,0.01098666
-0.46331103,0.00274667,0.01098666
-0.46325503,0.00228889,0.01068148
-0.46319903,0.00305185,0.01068148
-0.46314303,0.00381481,0.01022370
-0.46308703,0.00427259,0.01037629
-0.46303103,0.00427259,0.01037629
-0.46297503,0.00457778,0.00976592
-0.46291903,0.00457778,0.00976592
-0.46286303,0.00442518,0.00961333
-0.46280703,0.00427259,0.00946074
-0.46275103,0.00427259,0.00900296
-0.46269503,0.00396741,0.00961333
-0.46263903,0.00366222,0.00930815
-0.46258303,0.00305185,0.00854518
-0.46252703,0.00335704,0.00869778
-0.46247103,0.00335704,0.00854518
-0.46241503,0.00350963,0.00885037
-0.46235903,0.00335704,0.00793481
-0.46230303,0.00366222,0.00762963
-0.46224703,0.00335704,0.00701926
-0.46219103,0.00366222,0.00793481
-0.46213503,0.00381481,0.00747704
-0.46207903,0.00350963,0.00732444
-0.46202303,0.00335704,0.00717185
-0.46196703,0.00320444,0.00701926
-0.46191103,0.00320444,0.00747704
-0.46185503,0.00335704,0.00732444
-0.46179903,0.00381481,0.00732444
-0.46174303,0.00305185,0.00732444
-0.46168703,0.00335704,0.00701926
-0.46163103,0.00396741,0.00717185
-0.46157503,0.00335704,0.00717185
-0.46151903,0.00320444,0.00701926
-0.46146303,0.00366222,0.00717185
-0.46140703,0.00335704,0.00701926
-0.46135103,0.00259407,0.00793481
-0.46129503,0.00244148,0.00808741
-0.46123903,0.00228889,0.00824000
-0.46118303,0.00198370,0.00854518
-0.46112703,0.00213630,0.00854518
-0.46107103,0.00274667,0.00869778
-0.46101503,0.00244148,0.00885037
-0.46095903,0.00274667,0.00885037
-0.46090303,0.00289926,0.00885037
-0.46084703,0.00305185,0.00915555
-0.46079103,0.00335704,0.00946074
-0.46073503,0.00305185,0.00946074
-0.46067903,0.00320444,0.00946074
-0.46062303,0.00274667,0.00930815
-0.46056703,0.00305185,0.01022370
-0.46051103,0.00289926,0.01037629
-0.46045503,0.00305185,0.01068148
-0.46039903,0.00259407,0.01022370
-0.46034303,0.00198370,0.01007111
-0.46028703,0.00228889,0.00946074
-0.46023103,0.00274667,0.00991852
-0.46017503,0.00289926,0.00991852
-0.46011903,0.00320444,0.00991852
-0.46006303,0.00335704,0.00991852
-0.46000703,0.00289926,0.00991852
-0.45995103,0.00274667,0.00961333
-0.45989503,0.00274667,0.01068148
-0.45983903,0.00213630,0.01098666
-0.45978303,0.00274667,0.01098666
-0.45972703,0.00274667,0.01083407
-0.45967103,0.00274667,0.01068148
-0.45961503,0.00274667,0.01037629
-0.45955903,0.00305185,0.00991852
-0.45950303,0.00335704,0.00991852
-0.45944703,0.00381481,0.00961333
-0.45939103,0.00412000,0.00961333
-0.45933503,0.00396741,0.00915555
-0.45927903,0.00366222,0.00915555
